tweet,sarcastic
": When some masseuses offer ""soothing"" massages the way reviewers offer stinging criticisms. #Masseuse=#Reviewer #Massage=#Criticism",1
@PdpNigeria#it shows you that APC is a free and fair party#run by intellectuals#and this is what we call democracy dictatorship#,0
@panndder @MyLittleBloggie @bloisolson How dare you accuse me of being a boomer.,0
Hungry and hungover  #a  #good #day,0
Oi na how am I functioning right now #sleepdeprived,0
@loveeallyy I literally do not know,0
@mahobili @DrAwab What does PTI do apart from whining?  #Youthiacrasy,1
True  http://t.co/38hrutRf0r,1
@eXoAnnihilator @roIIerCosta @KSIOlajidebt tells someone to spell correctly while completely fucking up his tweet,1
My solo costume so far is Charcoal Grey Bottoms.... making some real progress.,1
Pay Ghost Soldiers in Iraq & cut pay of US #Military.  #keepyourpromise @SenateDems @Senate_GOPs @thejointstaff http://t.co/353PkrO9yC,1
...but then it started itself and made the Windows noise. So starts this exciting day of mine...!,1
@sammiecurtis_ me and you are the only ones that love it :smiling_face_with_open_mouth_and_tightly-closed_eyes::father_christmas::party_popper::multiple_musical_notes:,0
In need of a rose winee:wine_glass::wine_glass:,0
Yesterday #PeshawarAttack was a top tag and today the only thing twitter nation seems to be concerned about is #PTIKeptPakFirst,1
"My whole life is just ""oh ok"".",0
Leg snapped alike a twig and after I completed my front flip I screamed like a hungry newborn baby,0
#succes #it #is  #about #what #we #see #if #we just #keep #hope #and #never #give #up #success #is... http://t.co/bCjdQqzo1k,0
I can already tell today is going to be a wonderful day,1
@junior_miller @gordonkeith Junior got a rim shot for a 'rim job' joke.,1
Found out the reason that weekend closer makes my life miserable is because I'm atheist. #hypocrite #atheistproblems #serverproblems,0
Staying #casual #monday #funday  #ootd #fashion #style #allyouneedisstyle #todayimwearing http://t.co/tpuVqw7K4s,1
@QararaRasha so so problematic.. God bless her. It's a shame what've we done to pakistan. :(,0
#TortureReport trending; I wasn't aware J.K. Rowling released her new book.,1
@patevans @grbj Too Sad... LOCAL NOW!,1
@C_o_r_g_i wtf thanks for saying bye,1
Ahh gotta love those December electric bills.,1
 dead? Why is this stupidest of memes still perpetuated?,1
When someone with retrica wali picture complains about how many filters someone has used in their picture to look pretty..,1
"Great, I've got a lung infection. This is fun. :/ | #notfun #miserable",1
Jeez it's a lovely morning out!! :dash_symbol::droplet::splashing_sweat_symbol: :thumbs_down_sign:  #Ireland #December,1
@Jaee_ThaPrince I need a spot for my birthday,0
@Redsaint76 I don't think. I know!,0
I love when people leave their smelly shoes in my car. It makes my car smell great!,1
@sportstalksc what's the rush? His leg is still attached right?  #dr.dabo,1
50 mph winds make a great hair fan for a photo shoot. :smiling_face_with_open_mouth:,1
Gotta love working the day after Christmas  #smellya,1
"Is ""I have to go...my gelding is struggling with dystocia"" a valid excuse...I just want to see the (lack of) reaction #whenyouseeit",1
.@ChipBrent I love the #gamergate concept of harassing and spamming porn at any critics as proof that you're not a hate group.,1
The thing I love the most about coming into work early? Having everyone ask me why I'm here so early. Gets me every time.  #annoying,1
"Thanks @AirAsia, for nothing. All my family were flying with you from KL to attend my wedding. #everyonecanfly  #AdelaideRouteCancelled",1
@CNN9ja @bbgalad#he didn't know that before putting him there#they all reck our country#PDP clans do not deserve another day even months,0
@kennobish could do with someone making me a hot chocolate right now ahaha,0
me at restaurants: Is there wi-fi?|me at beach: Is there wi-fi?|me at family parties: Is there wi-fi?|me in hell: Is there wi-fi? #wifi,0
Love it when your typing at work and a spider comes out from the keyboard and hangs out between your fingers...  :see-no-evil_monkey:,1
Don't #text and #drive either. http://t.co/OXybfwwWb6 http://t.co/fgOCRS5kre http://t.co/fBpsjk6yyk,0
@JimHumbert @GotNewsDotCom Really?! Unbelievable! U mean he was a Thug & Criminal?,1
"Always gonna be an uphill battle, sometimes I'm gonna have to lose.",0
Today I don't feel like doing anything|,1
http://t.co/TUqXSWNBuP In light of the #Murders of two NYPD Officers inspired by #IcantBreathe should... http://t.co/nMYE90O4in,0
@alewnes7 he def came out the closet on that AND 1 dunk #rudygay,0
People at my school only talk about sex and drugs. So awesome,1
Perfect time to get really sick  :tired_face::face_with_medical_mask:,1
@nelsonicolee funny,1
The #hardest thing's  #knowing & #having the #faith to #keep #going http://t.co/qMBU7EEag3,0
Bush 'fully informed' of CIA methods http://t.co/qRvvPVrjVh No?? Really?? Shocking...,1
Your Jedi mind tricks don't work on me service guy. |Glad I dropped the car off for the oil change instead of Av.,0
"I often worry that wealth doesn't  have enough influence in society, so pleased to see this being addressed  http://t.co/2U3PerpZQz",1
"@TheView,@WhoopiGoldberg, women say 1 man asltd them, y so long 2 say sumtin? & the young 1s, where the parents? Hotel wit grn ass man? Smh",0
"Some ""new"" vinyl on the turntable tonight. Here's to you Joe. @TheClash #JoeStrummer #Sandinista http://t.co/2N3ZjJZYQo",0
"@maxsnape1 who you calling bottle job I'll take teeth. Yeah I'm game mate, at training tonight too, I'll remember your hat",1
"To all those who held back in #2014 start again in #2015 as.. ""@SanFranciscoVC: It's never too late to start! http://t.co/01ziUH8myE""",0
i'm so funny,1
"Song of the Day: ""Love Like Winter"" - A Fire Inside.",0
Thank you OCC for being concerned enough about my safety driving to school to cancel classes....,1
Oh sprints I love you  http://t.co/sEW8Im7i0u,1
"#WreathAcrossAmerica #Jax it is finnished http://t.co/7TfL9AteCu, #honor #FallenHeros in Jax||http://t.co/OXybfwwWb6 http://t.co/JO0P3X54YU",0
Heading to my nanas place its going to be so fun,1
Big thanks to my teachers for the FOUR tests I have to take tomorrow #woohoo,1
Last semester I dropped a class because I had to write a 7pg paper. This semester I've had to write 5 of them,1
"@SonyProUSA its my workhorse, practically glued to my hand https://t.co/6Sa7ggGTxj",0
Prevents blood clots! More like stops blood circulation #SurgicalStockings #attractive  http://t.co/XZuXjZ9qsN,1
Bet that was #limbs in the Sunderland end,0
Thanks Mother nature.. You didn't give us as snow day and now my twitter is filled with people complaining,1
You know it's going to be a great day when you're Garmin resets itself and you spill some cinnamon down yourself  #slowclap,1
@scottjmcg they are all written out in a gold gel pen waiting! I hate how are relationship consists of twitter messaging  #fulfilling,0
"@parisbreedenw You need to, it's an experience to say the least",0
@ParkzTheDon @Neilby70 Johny UR cracking me up on Facebook chatting up my mate :smiling_face_with_open_mouth_and_tightly-closed_eyes::smiling_face_with_open_mouth_and_tightly-closed_eyes::smiling_face_with_open_mouth_and_tightly-closed_eyes:,0
@BIBN2010 Weeeeee! You too! I love that xbox live and playstation network are down due to hackers on Christmas.,1
"$BIDU up 2%. Officially announced Uber stake. $BIDU has market cap of $78.6 billion. Uber should top that in next VC round, right?",1
Check this out!| so #ugly #christmas #sweater|#ebayipad|http://t.co/Sp5bMZz3T2,0
I just love not being able to sleep..  #sotired,1
"""@GarnetNGold22: So PSN and Xbox Live are both down on a day many people get new video games.""||North Korean hack? :tired_face:",1
@ClimateGroup Tried to cut and paste a tweet from SA Mining where they got GO Green Consulting ... it's in my timeline.,1
I seriously loveeeee how much you care,1
"You know what's awesome? When all your gear (sliders, dolly, monitor, etc) gets delivered @ the end of filming.  #somadatBandHandadorama",1
dayumm!! chtis brown is ma maaayuun!!:face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy: http://t.co/DNgdZhBKuH,0
"@BudweiserIndia Now, Tomorrow productivity at work would be hampered. #GetMeToEVC",0
@CraziestSex: Stay faithful or stay single,0
Absolutely love waking up to snow,1
@DCsportsGrl @DragonflyJonez I believe we have n that's y we SUCK.,0
"4. ""Yes"" was the reply. These are public dollars being used. What's with this lack of transparency around Union Pearson Express? #TOpoli",0
@JoeandEvan @7BOOMERESIASON @cc660 @BoomerandCarton the Jets have pick 6 in the 2015 draft the irony blows my mind!  #NFLDraft,1
@amandakaschube Like I need to be reminded of BP Cup competition dates!,1
@AntoniaZ @MontgomerySue @torontoist Awesome! And well deserved.,0
@ForexEric @HeidiL_RN @unsavoryagents YES! Vote for SATAN (@HillaryClinton) in 2016!!!!,1
"MORON, no one has ever said a ball is square #STRAWMAN @RBRNetwork1 @rattleduck",0
Your friends will bring you down because they fucked up what they had males & females  me fool !,0
@DollyGarland @garrettaddison: Thats quite an interesting number coz I managed to read only 17 but i will surely make it in #2015.,0
"@MarkXA and we know abt the ""goal"" that (never) crossed the line  #holierthanthou #henryisalegend",1
@DrunkVinodMehta isnt it obvious #Sadhvi case and #Rape cases are 2 different things. You cannot co-relate both thngs to 1 sentence,1
Aw thanks mother nature. Merry Christmas to you too!,1
What an eventful day...  :victory_hand:️,1
"Day 4 ""joyous day"" #decemberchallenge #picture speaks for itself #costateguise #beach#peace#2nd home#... http://t.co/1jXB5QCOxO",0
"@cwmmate @jimrome No, it isn't. WR's are dime a dozen and completely replaceable. Which is why the Packers won't overspend to retain him.",0
"Japan's #Abe #gets #the #mandate #he #wanted #â€"" #but  the #recovery he wanted: Japan's Prime Minister Shinzo... http://t.co/Q9NTiflcO5",0
I got tampons!  http://t.co/lnWQtxriUZ,1
"For those who CAN hear us, @cbcjones talks about NB Power's record number of outages. 7:13  #transmitterproblems",1
#GlobalWarming would be nice right now if it were only true!||Call #AlGore 2 burn money 4 #Christmas. ||#ＦＯＬＬＯＷ http://t.co/U1fQX3qfH1,0
@kennisibueno You truly are my son.,0
I just love 160 question tests in the morning.,1
At http://t.co/pMUxNeOvrn -- #Sketch #today #spudshed #fresh #fruit  .only.for.eating #for.drawing.as.well #drawing #Perth,0
@JustinTrudeau Won't our national hockey expert at 24 Sussex Drive join you??,1
"This is what  looks like, right? http://t.co/WdwI96OWwI",0
Has @CNN @donlemon shown up to speak with #ZemirBegic family yet?,0
"""Let's all do only squats and deadlifts until we hurt ourselves"" --really really good trainers #fitnessmotivation",1
#BBC #News -- #Thailand #crown #prince's #wife #resigns #from #royalty. http://t.co/0a1SLM5K5k,0
First photos of the Infiniti Vision GT concept emerge http://t.co/quWYbjWq6V,0
@THEHermanCain Racism is pooled in liberal Democrats. Democrats must foment racism and division to maintain control. Divide and conquer.,0
"@AIIAmericanGirI So, this Topless Feminist was just looking for someone to love?",1
"@BaniHillal ""i feel bad for the American people, now we should invade their country in kill their children so we can save them""",1
